,date,content,coordinates,place
405,2022-04-11 12:28:14+00:00,"My Beloved Home Town The 5th District of Leyte distroyed by Typhoon Agaton in need of help 🙏😭
#AgatonPH #BaybayNeedsHelp https://t.co/NXFCC2zkp3","{'longitude': 124.7208065, 'latitude': 10.4606567}","{'fullName': 'Inopacan, Eastern Visayas', 'name': 'Inopacan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
406,2022-04-11 12:22:08+00:00,Lord help me to continue despite all the failures last year and previous years… God please help me. Amen 🙏,"{'longitude': 125.2508766, 'latitude': 6.7123822}","{'fullName': 'City Of Digos, Davao Region', 'name': 'City Of Digos', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
407,2022-04-11 12:21:17+00:00,"#ReliefPH: Tulong Kabataan Western Visayas is in need of food supplies and ingredients for making arroz caldo and lugaw and distributing potable water to northern Iloilo towns and Passi City. @rapplerdotcom 

📸 Tulong Kabataan Western Visayas/FB https://t.co/diloE4GTQH","{'longitude': 122.4979499, 'latitude': 10.6789404}","{'fullName': 'Iloilo City, Western Visayas', 'name': 'Iloilo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
408,2022-04-11 12:16:04+00:00,"Families in Baybay City need some help due to #TyphoonAgaton . They need Food and Water.
Anyone from the #cryptoworld , specifically #XRPCommunity, willing to donate you can send me a PM.
All donation transactions will be recorded for transparency.
#XRP #XRPL","{'longitude': 124.8960325, 'latitude': 11.1808072}","{'fullName': 'Tacloban City, Eastern Visayas', 'name': 'Tacloban City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
409,2022-04-11 12:08:07+00:00,"@wtfffgrasya Thank u mem. 😘
Ok la, damo la an mga ruba. Makalolooy la an mga na landslide kay atop nala nakit-an ha ira. Damo ghap an patay.","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
410,2022-04-11 11:48:55+00:00,Help!! HAHAHAHHAHA naka hurot nakog duha ka twin pack na kape sa pila lng ka Oras😭,"{'longitude': 124.4758848, 'latitude': 10.9533981}","{'fullName': 'Ormoc City, Eastern Visayas', 'name': 'Ormoc City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
411,2022-04-11 11:46:49+00:00,Apaka angas ng ulan.,"{'longitude': 122.2899487, 'latitude': 11.5360018}","{'fullName': 'Banga, Western Visayas', 'name': 'Banga', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
412,2022-04-11 11:32:11+00:00,Kalilisang na landslide 😢,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
413,2022-04-11 11:29:00+00:00,Baybay City needs help.,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
414,2022-04-11 11:28:13+00:00,Uniteam was first on the ground to donate relief goods. He is also the first Presidential candidate to call out Filipinos to extend help. He surely will work for the interest of the Filipinos should he become President. #BBM2022 https://t.co/7b0lqxEE53,"{'longitude': 121.2079799, 'latitude': 17.2624583}","{'fullName': 'Tabuk City, Cordillera Admin Region', 'name': 'Tabuk City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
415,2022-04-11 11:23:37+00:00,When pa kaha ko makabalik cebu ani hays naabtan jug bagyo,"{'longitude': 124.9292486, 'latitude': 10.3718806}","{'fullName': 'Sogod, Eastern Visayas', 'name': 'Sogod', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
416,2022-04-11 11:15:49+00:00,"pls help rt

@ivezonemarketph 
@IVEmarketph 
@kpopmerchph_rt 
@buy_kpop","{'longitude': 125.2148204, 'latitude': 6.9590062}","{'fullName': 'Davao City, Davao Region', 'name': 'Davao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
417,2022-04-11 11:11:45+00:00,"Ang music sa Lobby kay music namo ni Lovie every matulog 😴
Kalami najud ituloggg. Wa pajuy undang ang ulan haayssss","{'longitude': 125.0103034, 'latitude': 5.9587436}","{'fullName': 'Gen. Santos City, Soccsksargen', 'name': 'Gen. Santos City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
418,2022-04-11 11:10:23+00:00,"Atm

Operation balot ng relief☝☝☝

Bagyo ka lang agaton, hilas me😁😁😁

Stay safe lang taga isla🙏🙏🙏 @ San Jose, Dinagat Islands, Philippines https://t.co/mvptiB9gSB","{'longitude': 125.57327387, 'latitude': 10.00831931}","{'fullName': 'San Jose, Caraga', 'name': 'San Jose', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
419,2022-04-11 11:04:38+00:00,@Aerox1899 sana ok lang ang lahat. ang mga ilog kasi magbabaha talaga at mga low lying areas baha na yan.,"{'longitude': 121.8994113, 'latitude': 6.880958}","{'fullName': 'Zamboanga City, Zamboanga Peninsula', 'name': 'Zamboanga City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
420,2022-04-11 11:04:19+00:00,Grabe yung ulan from 5-7pm. Sana wag tayo lagnatin neto.,"{'longitude': 123.6577761, 'latitude': 13.0447071}","{'fullName': 'Daraga, Bicol Region', 'name': 'Daraga', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
421,2022-04-11 11:02:11+00:00,@yanniebabyyy Nakaschedule na ulan bukas 🥺,"{'longitude': 120.9643665, 'latitude': 14.0116057}","{'fullName': 'Talisay, Calabarzon', 'name': 'Talisay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
422,2022-04-11 11:01:23+00:00,Halo help pano to????? May di pa ako nagagamit na acc huhu https://t.co/N9OYcI8Bx3,"{'longitude': 123.9086254, 'latitude': 10.2035208}","{'fullName': 'Lapu-Lapu City, Central Visayas', 'name': 'Lapu-Lapu City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
423,2022-04-11 11:01:20+00:00,@Aerox1899 keep safe and dry sir. lakas na naman ulan. as in,"{'longitude': 121.8994113, 'latitude': 6.880958}","{'fullName': 'Zamboanga City, Zamboanga Peninsula', 'name': 'Zamboanga City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
424,2022-04-11 11:00:29+00:00,"Some things are meant to be.🎶😍 From my Smule recording, ""Can't Help Falling In Love""-Elvis Presley💖 With my fav singer on Smule @ Moirrange 🎶😍😍😍 #Smule #smulemusic #smuleglobal #music #musically https://t.co/qXIfq1Xkqx","{'longitude': 125.2148204, 'latitude': 6.9590062}","{'fullName': 'Davao City, Davao Region', 'name': 'Davao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
425,2022-04-11 10:56:11+00:00,"grabe jud ang traffic sa cot ganina, ulan man unta","{'longitude': 124.4309966, 'latitude': 7.0197802}","{'fullName': 'Midsayap, Soccsksargen', 'name': 'Midsayap', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
426,2022-04-11 10:49:29+00:00,"Mamsh, tapikin mo lang kami pag need mo ng help and support. We gotchu 🥺💗 https://t.co/lmrw7aeAFB","{'longitude': 121.0167613, 'latitude': 14.5674476}","{'fullName': 'Mandaluyong City, National Capital Region', 'name': 'Mandaluyong City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
427,2022-04-11 10:46:31+00:00,"Some things are meant to be.🎶😍 From my Smule recording, ""Can't Help Falling In Love""-Elvis Presley💖 With my fav singer on Smule @ Moirrange 🎶🎶😍😍 #Smule #smulemusic #smuleglobal #musically https://t.co/4CpQ67A4XO","{'longitude': 125.2148204, 'latitude': 6.9590062}","{'fullName': 'Davao City, Davao Region', 'name': 'Davao City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
428,2022-04-11 10:42:09+00:00,naka ligo ng ulan sa town Haha,"{'longitude': 121.8994113, 'latitude': 6.880958}","{'fullName': 'Zamboanga City, Zamboanga Peninsula', 'name': 'Zamboanga City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
429,2022-04-11 10:36:25+00:00,"@bruha_666 thanks sisz, grabe ulan dto jusq. keep safe din dyan 🥺","{'longitude': 121.8994113, 'latitude': 6.880958}","{'fullName': 'Zamboanga City, Zamboanga Peninsula', 'name': 'Zamboanga City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
430,2022-04-11 10:36:11+00:00,"‼️CAPIZ NEEDS HELP‼️

Massive flooding caused by heavy rainfall submerged towns in Capiz. Capisnons need our help through in-kind and/or monetary donations.

For monetary donations:

GCASH
Maria Kydylee Torato
09167098080

BDO
EFREN  A.  CENTILLO
004880157395 https://t.co/A7DBrau7Fq","{'longitude': 122.9350557, 'latitude': 11.3954999}","{'fullName': 'Pilar, Western Visayas', 'name': 'Pilar', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
431,2022-04-11 10:34:14+00:00,Hahahaha nyetaaaa iast talagaa.. Ang saya ng ulan. 😂,"{'longitude': 124.6700376, 'latitude': 11.0695902}","{'fullName': 'Jaro, Eastern Visayas', 'name': 'Jaro', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
432,2022-04-11 10:33:49+00:00,"basang basa sa ulan, walang masisilungan, walang malalapitan haaaaaaaaa https://t.co/MaoThEq2ji","{'longitude': 121.8994113, 'latitude': 6.880958}","{'fullName': 'Zamboanga City, Zamboanga Peninsula', 'name': 'Zamboanga City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
433,2022-04-11 10:32:11+00:00,grabe na talaga ulan https://t.co/n7hsgdbvIF,"{'longitude': 121.8994113, 'latitude': 6.880958}","{'fullName': 'Zamboanga City, Zamboanga Peninsula', 'name': 'Zamboanga City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
434,2022-04-11 10:29:11+00:00,"(1) Mga kasama may laban tayo. May laban ang kalikasan. Kailangan ko ang tulong nyo lalo na para sa ating kampanya. If you have any amount to spare please donate to our campaign, https://t.co/LzQHQdgUJf 

#KalikasanMuna #ManggagawaNaman #DAngelo4Senator #Halalan2022 #Eleksyon2022","{'longitude': 120.9607709, 'latitude': 14.6344661}","{'fullName': 'Caloocan City, National Capital Region', 'name': 'Caloocan City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
435,2022-04-11 10:26:39+00:00,sakto yung uwi ko sa pag ulan sksksk,"{'longitude': 120.8474421, 'latitude': 13.8729961}","{'fullName': 'Lemery, Calabarzon', 'name': 'Lemery', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
436,2022-04-11 10:22:32+00:00,"Leyte needs our help. 

For more information on how to help, visit: 

https://t.co/Ry3VzKAyrD

#LeyteNeedsHelp @ Tacloban City https://t.co/d1cqcNcu04","{'longitude': 124.988, 'latitude': 11.2329}","{'fullName': 'Tacloban City, Eastern Visayas', 'name': 'Tacloban City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
437,2022-04-11 10:21:50+00:00,"My family is safe Thank God 🙏 pero tuloy pa din daw yung ulan don 🌧🥺 Sana tumigil na po.🙏

#TyphoonAgaton #ConcepcionIloilo https://t.co/UzmBLGrlJO","{'longitude': 121.0518106, 'latitude': 14.542797}","{'fullName': 'Pasig City, National Capital Region', 'name': 'Pasig City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
438,2022-04-11 10:18:14+00:00,@mojicafrans baka gawa ng ulan or ayaw lang nila ideliver 😏,"{'longitude': 121.554489, 'latitude': 13.8913446}","{'fullName': 'Lucena City, Calabarzon', 'name': 'Lucena City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
439,2022-04-11 10:16:58+00:00,Guysss HELP! I-report nyo yung Twitter ni ItsJ/amMagno!!!!!!,"{'longitude': 120.9219209, 'latitude': 14.2623238}","{'fullName': 'Dasmarinas, Calabarzon', 'name': 'Dasmarinas', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
440,2022-04-11 10:16:04+00:00,"Keep safe and dry mga bebes. Lakas padin ulan. Sana huminto na. 🥺🥺🥺 

#alterzamboanga https://t.co/HBkYGgBEP0","{'longitude': 121.8994113, 'latitude': 6.880958}","{'fullName': 'Zamboanga City, Zamboanga Peninsula', 'name': 'Zamboanga City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
441,2022-04-11 10:09:00+00:00,Gana kaayo ga jogging pero ga sge man ug ulan oy!,"{'longitude': 124.9509016, 'latitude': 7.9515222}","{'fullName': 'City Of Malaybalay, Northern Mindanao', 'name': 'City Of Malaybalay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
442,2022-04-11 10:08:27+00:00,Inabutan ako ulan galit sila ate jusq🙂,"{'longitude': 121.0499176, 'latitude': 14.21848}","{'fullName': 'Santa Rosa City, Calabarzon', 'name': 'Santa Rosa City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
443,2022-04-11 10:02:24+00:00,pls help rt @TBZMarketPH @CRAVITYMARKETPH @AstroMarketPH,"{'longitude': 120.8840735, 'latitude': 14.3532317}","{'fullName': 'Imus, Calabarzon', 'name': 'Imus', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
444,2022-04-11 10:01:23+00:00,2 days na akong hindi nalabas dito sa Apartment dahil ulan ng ulan. 🥲 Musta yung mga kakadating lang dito. Sorry bagyo ang inabot niyo 😅,"{'longitude': 121.8801826, 'latitude': 11.8302458}","{'fullName': 'Malay, Western Visayas', 'name': 'Malay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
445,2022-04-11 09:54:38+00:00,"Lead me Lord
Even though at times I'd rather go along my way
Help me take the right direction
Take your road
Lead me Lord
And never leave my side
All my days
All my life https://t.co/tbD4YpxUbC","{'longitude': 121.07993682, 'latitude': 14.60668082}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
446,2022-04-11 09:54:18+00:00,Please help rt @kep1ermarket_ph @kep1ermarketph @Kep1erMarket_rt!,"{'longitude': 123.7647381, 'latitude': 10.2594754}","{'fullName': 'Cebu City, Central Visayas', 'name': 'Cebu City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
447,2022-04-11 09:53:46+00:00,Para sa acads💗💗 Please help us po hihi https://t.co/MShquDCvVw,"{'longitude': 120.8840735, 'latitude': 14.3532317}","{'fullName': 'Imus, Calabarzon', 'name': 'Imus', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
448,2022-04-11 09:49:04+00:00,"LOOK │ LAGPAS-TAWO NGA BAHA SA LAGUBANG, BANWA SANG PRESIDENT ROXAS AS OF 12:27 SA HAPON

Sa ginpakigbahin nga laragway ni Clarissa Bautista Paradero sa Facebook, ginpahayag sini nga padayon sa pagtaas ang lebel sang tubig-baha sa amu nga lugar.

#LeyteNeedsHelp
#AgatonPH https://t.co/eWVRJISZg5","{'longitude': 120.8751937, 'latitude': 15.4294156}","{'fullName': 'Cabanatuan, Central Luzon', 'name': 'Cabanatuan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
449,2022-04-11 09:47:49+00:00,We need help!🙏😭 https://t.co/TEZ1hKfXAk,"{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
450,2022-04-11 09:47:13+00:00,"Bay bay city needs help🙏
#XQK #XRPLcommunity  #AgatonPH https://t.co/pGjJGrELbT","{'longitude': 124.7434968, 'latitude': 10.5470262}","{'fullName': 'City Of Baybay, Eastern Visayas', 'name': 'City Of Baybay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
451,2022-04-11 09:43:23+00:00,@rainierbondad Oo brad. Bagyo. Hahaha,"{'longitude': 121.8801826, 'latitude': 11.8302458}","{'fullName': 'Malay, Western Visayas', 'name': 'Malay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
452,2022-04-11 09:36:08+00:00,"Pm lang sa gusto mag pa service kay nami gd ne kay ga ulan massage with es at rim at bj.
09070399839","{'longitude': 122.4979499, 'latitude': 10.6789404}","{'fullName': 'Iloilo City, Western Visayas', 'name': 'Iloilo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
453,2022-04-11 09:29:54+00:00,NAKAKALOKA TONG ULAN. Wag naman sana mag-brownout diba.,"{'longitude': 122.8909931, 'latitude': 14.0773906}","{'fullName': 'Daet, Bicol Region', 'name': 'Daet', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
454,2022-04-11 09:24:37+00:00,Nganoooong taga adlaw nalang ulan huhu,"{'longitude': 124.9117981, 'latitude': 7.421895}","{'fullName': 'Kibawe, Northern Mindanao', 'name': 'Kibawe', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
455,2022-04-11 09:10:37+00:00,Grbe na binaha sa ibn na lugar kg landslide 😓,"{'longitude': 122.5581451, 'latitude': 10.8534744}","{'fullName': 'Pototan, Western Visayas', 'name': 'Pototan', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
456,2022-04-11 09:09:03+00:00,"Now watching All of Us Are Dead and Squid Game, I can't help but notice the pattern of South Korea churning out films with a rather anti-establishment theme.

That, despite the mastery in the art of film, in which I know nothing about, makes it bland in my eyes.","{'longitude': 120.7638121, 'latitude': 14.7575264}","{'fullName': 'Malolos City, Central Luzon', 'name': 'Malolos City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
457,2022-04-11 09:07:05+00:00,Pag si kaegen at kendra nasa kwarto ko laging gulo mga gamit e nag rerequest pa mag aircon kahit malakas na ulan 🥲,"{'longitude': 121.3674428, 'latitude': 14.036677}","{'fullName': 'Rizal, Calabarzon', 'name': 'Rizal', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
458,2022-04-11 09:04:43+00:00,but I can't help falling inlove with you🎶💜💗,"{'longitude': 124.6497584, 'latitude': 11.1579655}","{'fullName': 'Carigara, Eastern Visayas', 'name': 'Carigara', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
459,2022-04-11 08:51:13+00:00,katamad ng ulan,"{'longitude': 122.0367934, 'latitude': 13.8187817}","{'fullName': 'Gumaca, Calabarzon', 'name': 'Gumaca', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
460,2022-04-11 08:41:50+00:00,"Several residents in the housing projects of NHA in Brgy Tipacla in Ajuy, Iloilo cries for help amidst the increasing flood waters caused by #AgatonPH.

Taryna shared that as of 4 p.m.,her family is atop their house and is still waiting to be rescued. 

#RescuePH https://t.co/zcSHoadZJZ","{'longitude': 123.0254315, 'latitude': 11.254117}","{'fullName': 'San Dionisio, Western Visayas', 'name': 'San Dionisio', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
461,2022-04-11 08:32:54+00:00,"We are launching a DONATION DRIVE today, April 11 to April 14 to help our fellow Baybayanons who are affected by #AgatonPH. 

WE NEED THE FOLLOWING:
• Bottled Water
• Canned Goods
• Instant Noodles
• Biscuits/Crackers 
• Blankets https://t.co/8OlUrkXgkg","{'longitude': 124.4758848, 'latitude': 10.9533981}","{'fullName': 'Ormoc City, Eastern Visayas', 'name': 'Ormoc City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
462,2022-04-11 08:32:35+00:00,@lenirobredo VP Leni need na rin po ng tulong ng mga taga Davao Del Norte 😭😭😭,"{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
463,2022-04-11 08:29:39+00:00,"‼️ BAYBAY CITY, LEYTE NEEDS HELP! WE NEED MORE DOCTORS, FOOD AND CLOTHES! 

Landslide Survivors from Barangay Kantagnos are now being transferred to Baybay City Immaculate Conception Hospital. (c)

WE NEED HELP, #LeyteNeedsHelp #AgatonPH 🙏 https://t.co/pYPQ0BvPZj","{'longitude': 120.9786272, 'latitude': 14.5018211}","{'fullName': 'Pasay City, National Capital Region', 'name': 'Pasay City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
464,2022-04-11 08:29:03+00:00,"#LeyteNeedsHelp
#AbuyogNeedsHelp
#BaybayCityNeedsHelp

Please anything will do. They need blankets, clothes and food donations. We need all the help we can get. https://t.co/aFerqwHkhe","{'longitude': 124.4758848, 'latitude': 10.9533981}","{'fullName': 'Ormoc City, Eastern Visayas', 'name': 'Ormoc City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
465,2022-04-11 08:29:00+00:00,"‼️ BAYBAY CITY, LEYTE NEEDS HELP! 
WE NEED MORE DOCTORS, FOOD AND CLOTHES! 

Landslide Survivors from Barangay Kantagnos are now being transferred to Baybay City Immaculate Conception Hospital. (c)

WE NEED HELP, #LeyteNeedsHelp #AgatonPH 🙏 https://t.co/h74yGytPmA","{'longitude': 120.9786272, 'latitude': 14.5018211}","{'fullName': 'Pasay City, National Capital Region', 'name': 'Pasay City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
466,2022-04-11 08:28:22+00:00,"Pasilong aba, lakas ng ulan ay. Kaurat😭","{'longitude': 122.181389, 'latitude': 13.7521877}","{'fullName': 'Lopez, Calabarzon', 'name': 'Lopez', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
467,2022-04-11 08:27:36+00:00,@just_yaj @jhin_code lakas nanaman ulan,"{'longitude': 121.8994113, 'latitude': 6.880958}","{'fullName': 'Zamboanga City, Zamboanga Peninsula', 'name': 'Zamboanga City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
468,2022-04-11 08:27:26+00:00,"Days ago we received an urgent request for help with the sudden failing of the sound system of the Our Lady of Lourdes Tagaytay.

Today we delivered and installed their new sound system - in time for the first day of the many celebrations and commemorations this #HolyWeek2022 🙏 https://t.co/SNDuQSE5Do","{'longitude': 120.8852657, 'latitude': 14.0779682}","{'fullName': 'Tagaytay, Calabarzon', 'name': 'Tagaytay', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
469,2022-04-11 08:21:46+00:00,Talaga ba? Lurok ang ulan kung kailang mag uuwian.,"{'longitude': 121.554489, 'latitude': 13.8913446}","{'fullName': 'Lucena City, Calabarzon', 'name': 'Lucena City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
470,2022-04-11 08:20:40+00:00,@143redangel Please help them. Lubog na sila sa baha. Yung iba nasa bubong na. 🥺🥺🙏🙏,"{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
471,2022-04-11 08:15:17+00:00,Landslide na sa Brgy. Bubon!!! 😭 Help my hometown Baybay City. #AgatonPH,"{'longitude': 120.989705, 'latitude': 14.5893763}","{'fullName': 'Quezon City, National Capital Region', 'name': 'Quezon City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
472,2022-04-11 08:06:57+00:00,"#LeyteNeedsHelp #BaybayCityNeedsHelp
#AbuyogNeedsHelp

Please spread. We need all the help we can get. People are stranded and need to be rescued. https://t.co/6mQ6YaCZ6V","{'longitude': 124.4758848, 'latitude': 10.9533981}","{'fullName': 'Ormoc City, Eastern Visayas', 'name': 'Ormoc City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
473,2022-04-11 08:06:26+00:00,"@Harder2929 Waay mayu tawo bah, damol ulan bacolod?","{'longitude': 122.8307637, 'latitude': 10.4232961}","{'fullName': 'Bago City, Western Visayas', 'name': 'Bago City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
474,2022-04-11 08:05:56+00:00,Bagyo ka lang. Mag beach ako https://t.co/HdcetPkuLi,"{'longitude': 122.4979499, 'latitude': 10.6789404}","{'fullName': 'Iloilo City, Western Visayas', 'name': 'Iloilo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
475,2022-04-11 08:01:35+00:00,@CLastiro Waah may ulan,"{'longitude': 123.6367388, 'latitude': 8.062121}","{'fullName': 'Ozamis City, Northern Mindanao', 'name': 'Ozamis City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
476,2022-04-11 08:00:33+00:00,"ccrave ulit ng samgyup kahit katatapos lang kahapon, help.","{'longitude': 120.9416422, 'latitude': 14.5438774}","{'fullName': 'Manila City, National Capital Region', 'name': 'Manila City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
477,2022-04-11 07:50:15+00:00,"Residents in the housing projects of National Housing Authority (NHA) in Brgy Tipacla in Ajuy, Iloilo stayed above the roofs of their houses amidst the increasing flood waters caused by tropical depression #AgatonPH. https://t.co/DilyzxGqNF","{'longitude': 121.2824953, 'latitude': 9.4212592}","{'fullName': 'Western Visayas, Republic of the Philippines', 'name': 'Western Visayas', 'type': 'admin', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
478,2022-04-11 07:43:44+00:00,"@GilbertCRemulla Oh di ba inamin mo din na nadyan ka nang galing...elitista ka din!
Bat si leni lang nakikita mo hahahahhaa akala koba landslide sila sainyo...
Bat ayaw mo share school nanatapos ni blengblong...","{'longitude': 122.4979499, 'latitude': 10.6789404}","{'fullName': 'Iloilo City, Western Visayas', 'name': 'Iloilo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
479,2022-04-11 07:43:34+00:00,@AmigoGwapito ulan na naman. nkailan nakonfor todays bidyow. hahaha,"{'longitude': 121.8994113, 'latitude': 6.880958}","{'fullName': 'Zamboanga City, Zamboanga Peninsula', 'name': 'Zamboanga City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
480,2022-04-11 07:43:34+00:00,Tigil na ulan please,"{'longitude': 122.181389, 'latitude': 13.7521877}","{'fullName': 'Lopez, Calabarzon', 'name': 'Lopez', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
481,2022-04-11 07:40:47+00:00,Huuuy wlang tigil ulan ah 🤧,"{'longitude': 122.4979499, 'latitude': 10.6789404}","{'fullName': 'Iloilo City, Western Visayas', 'name': 'Iloilo City', 'type': 'city', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
482,2022-04-11 07:40:42+00:00,I know you’re there. Help me survive. https://t.co/23s1znCHEt,"{'longitude': 123.90227985683416, 'latitude': 10.294097276514327}","{'fullName': 'Basilica Minore del Santo Niño', 'name': 'Basilica Minore del Santo Niño', 'type': 'poi', 'country': 'Republic of the Philippines', 'countryCode': 'PH'}"
